0.520011 2.28088 0.18671
0.525056 2.29293 14.9773 1 1
0.532805 2.30737 81.18 1 1
0.53185 2.28137 1.2016 1 1
0.516046 2.26676 16.1437 1 1
0.518217 2.28743 3.21772 1 1
0.515071 2.26584 18.5454 1 1
0.508607 2.26459 24.9161 1 1
0.516066 2.27116 8.36338 1 1
0.521137 2.29565 19.3749 1 1
0.503724 2.27943 2.42568 1 1
0.493205 2.2719 17.062 1 1
0.523097 2.29016 8.47971 1 1
0.537109 2.28991 14.8005 1 1
0.540084 2.26338 12.8595 1 1
0.486947 2.29652 5.59886 1 1
0.526578 2.29075 11.1094 1 1
0.522743 2.27683 1.08274 1 1
0.514402 2.28523 0.92535 1 1
0.523019 2.28163 0.377657, 19 0
0.531242 2.27657 0.575435 1 0
0.532491 2.28987 12.2394 1 1
0.531932 2.27572 0.812236 2 0
0.53618 2.27976 1.03363 1 1
0.538888 2.27309 1.51586 1 1
0.525141 2.28304 1.13433 3 0
0.523682 2.26434 17.6428 1 1
0.520899 2.28355 0.85682 2 0
0.522961 2.27433 2.77212 1 1
0.524399 2.29973 34.7691 1 1
0.503974 2.27475 7.41898 1 1
0.529504 2.27921 0.332708 4 0
0.520598 2.2773 1.07842 1 1
0.532162 2.27516 1.02396 1 1
0.531698 2.28505 4.22042 1 1
0.531951 2.26959 5.78644 1 1
0.525187 2.26346 18.8432 1 1
0.535339 2.2669 8.54852 1 1
0.53121 2.27593 0.775251 1 1
0.534268 2.27551 0.76567 1 1
0.535857 2.27919 0.786957 1 1
0.534888 2.28237 2.41364 1 1
0.543333 2.28477 7.87568 1 1
0.541691 2.28085 2.67339 1 1
0.527327 2.26883 8.11661 1 1
0.528258 2.30113 43.9879 1 1
0.535441 2.27613 0.57929 1 1
0.525373 2.26717 11.4641 1 1
0.53108 2.26503 13.1352 1 1
0.515824 2.27826 1.14799 1 1
0.526948 2.24425 78.3788 1 1
0.533515 2.27966 0.698017 1 1
0.517519 2.27799 1.08269 1 1
0.520768 2.26557 16.4149 1 1
0.516478 2.2662 17.0842 1 1
0.5195 2.27131 7.02486 1 1
0.54834 2.29143 26.3792 1 1
0.516932 2.29553 16.4729 1 1
0.523336 2.27228 4.73256 1 1
0.517896 2.27392 4.26193 1 1
0.53989 2.28782 11.7978 1 1
0.52239 2.26739 12.2191 1 1
0.533522 2.27945 0.638213 1 1
0.544808 2.285 8.85762 1 1
0.521501 2.25767 35.6541 1 1
0.541124 2.2768 0.72255 1 1
0.534856 2.28218 2.25454 1 1
0.515569 2.27985 0.501948 36 0
0.517918 2.29581 17.7701 1 1
0.519128 2.27724 1.28566 1 1
0.48813 2.27992 6.30313 1 1
0.507853 2.28162 0.601433 4 0
0.508542 2.29433 9.69121 1 1
0.505721 2.27364 8.36442 1 1
0.512126 2.27874 1.38877 1 1
0.50087 2.28412 0.560801 4 0
0.49409 2.30048 15.2622 1 1
0.509219 2.29877 19.9923 1 1
0.486255 2.30104 12.5633 1 1
0.507332 2.26987 14.0539 1 1
0.523744 2.2876 4.92553 1 1
0.482236 2.2783 10.9337 1 1
0.498495 2.29493 6.86919 1 1
0.497748 2.28179 1.95799 1 1
0.507913 2.28623 0.756249 1 1
0.509346 2.30003 23.6118 1 1
0.516417 2.29165 8.27769 1 1
0.514087 2.28811 2.92878 1 1
0.503668 2.27835 3.34535 1 1
