0.520011 2.28088 0.18581
0.525056 2.29293 15.0982 1 1
0.532805 2.30737 81.4952 1 1
0.53185 2.28137 1.2178 1 1
0.516046 2.26676 16.0359 1 1
0.518217 2.28743 3.27319 1 1
0.515072 2.26584 18.4314 1 1
0.508608 2.26459 24.7919 1 1
0.516067 2.27116 8.28471 1 1
0.521137 2.29565 19.5186 1 1
0.503724 2.27943 2.39741 1 1
0.493206 2.2719 16.9744 1 1
0.523097 2.29016 8.5687 1 1
0.537109 2.28991 14.9083 1 1
0.540084 2.26338 12.7408 1 1
0.486947 2.29652 5.69444 1 1
0.526578 2.29075 11.2097 1 1
0.522743 2.27683 1.05121 1 1
0.514402 2.28523 0.955907 1 1
0.523019 2.28163 0.386375, 19 0
0.531242 2.27657 0.549412 1 0
0.532491 2.28987 12.3396 1 1
0.531933 2.27572 0.779844 2 0
0.53618 2.27976 1.04007 1 1
0.538888 2.27309 1.46803 1 1
0.525141 2.28304 1.15791 3 0
0.523682 2.26434 17.5231 1 1
0.520899 2.28355 0.880116 2 0
0.522961 2.27433 2.72131 1 1
0.524398 2.29973 34.9658 1 1
0.503974 2.27474 7.35701 1 1
0.529504 2.27921 0.327336 4 0
0.520598 2.2773 1.04873 1 1
0.532162 2.27516 0.98723 1 1
0.531698 2.28505 4.27083 1 1
0.531951 2.26959 5.70676 1 1
0.525187 2.26346 18.7186 1 1
0.535339 2.2669 8.45161 1 1
0.53121 2.27593 0.743974 1 1
0.534268 2.27551 0.733684 1 1
0.535857 2.27919 0.787949 1 1
0.534888 2.28237 2.44258 1 1
0.543333 2.28477 7.93877 1 1
0.541691 2.28085 2.69596 1 1
0.527328 2.26883 8.02867 1 1
0.528257 2.30113 44.2097 1 1
0.535441 2.27613 0.553478 1 1
0.525374 2.26717 11.3637 1 1
0.53108 2.26503 13.0233 1 1
0.515824 2.27826 1.12164 1 1
0.526949 2.24425 78.1556 1 1
0.533515 2.27966 0.700748 1 1
0.517519 2.27799 1.05569 1 1
0.520768 2.26557 16.3017 1 1
0.516478 2.2662 16.9731 1 1
0.5195 2.27131 6.94944 1 1
0.54834 2.29143 26.5227 1 1
0.516932 2.29553 16.608 1 1
0.523336 2.27228 4.66676 1 1
0.517896 2.27392 4.20424 1 1
0.53989 2.28782 11.8876 1 1
0.522391 2.26739 12.1186 1 1
0.533522 2.27945 0.639091 1 1
0.544807 2.285 8.92502 1 1
0.521501 2.25767 35.4948 1 1
0.541125 2.2768 0.707847 1 1
0.534856 2.28218 2.28164 1 1
0.515569 2.27985 0.488094 36 0
0.517918 2.29581 17.9099 1 1
0.519128 2.27724 1.25425 1 1
0.48813 2.27992 6.26494 1 1
0.507853 2.28162 0.594218 4 0
0.508542 2.29433 9.7998 1 1
0.505721 2.27364 8.29607 1 1
0.512126 2.27874 1.36282 1 1
0.50087 2.28412 0.566482 4 0
0.49409 2.30048 15.4089 1 1
0.509219 2.29877 20.1486 1 1
0.486254 2.30104 12.7015 1 1
0.507332 2.26987 13.9615 1 1
0.523744 2.2876 4.9901 1 1
0.482236 2.2783 10.8799 1 1
0.498495 2.29493 6.96778 1 1
0.497748 2.28179 1.94217 1 1
0.507913 2.28623 0.787762 1 1
0.509345 2.30002 23.7822 1 1
0.516417 2.29165 8.37161 1 1
0.514087 2.28811 2.9851 1 1
0.503668 2.27835 3.309 1 1
0.505571 2.29056 3.49398 1 1
0.498786 2.28733 0.680539 15 0
0.497105 2.28844 0.935777 1 1
0.504499 2.27857 2.92132 1 1
0.515304 2.2929 10.1231 1 1
0.50147 2.28268 0.911323 4 0
0.49827 2.28144 2.06479 1 1
0.503693 2.29632 11.3955 1 1
0.502998 2.2754 6.816 1 1
0.511172 2.2758 3.92187 1 1
0.499979 2.28392 0.685144 5 0
0.502077 2.27403 9.10359 1 1
0.500463 2.28034 2.39485 1 1
0.505158 2.2686 17.5335 1 1
0.505155 2.29369 7.3885 1 1
0.500364 2.27698 5.68494 1 1
0.487391 2.26544 36.4434 1 1
0.481775 2.27944 9.36706 1 1
0.498851 2.2846 0.634934 8 0
0.506193 2.28047 1.28102 1 1
0.505587 2.29244 5.72466 1 1
0.512694 2.28489 0.647011 3 0
0.51125 2.27228 8.31255 1 1
0.522568 2.29553 20.1155 1 1
0.504003 2.29524 9.51098 1 1
0.506202 2.29579 11.5177 1 1
0.528995 2.27651 0.668747 5 0
0.551576 2.26831 3.44226 1 1
0.540421 2.27414 0.944719 2 0
0.540914 2.29366 27.8523 1 1
0.535488 2.28009 1.09647 2 0
0.555064 2.27901 4.44518 1 1
0.530218 2.29824 34.6892 1 1
0.544175 2.2867 11.7686 1 1
0.53767 2.28676 8.86827 1 1
