4.97478153	7.50000000	4.97396978
4.93009196	7.35436254	4.97396978
4.85296020	7.35436254	4.88355552
4.85296020	7.35436254	4.88355552
4.76578673	7.35436254	4.78438239
4.76578673	7.35436254	4.71902921
4.66986898	7.35436254	4.68876900
4.58021864	7.35436254	4.56979694
4.49160407	7.27311375	4.56979694
4.41345288	7.13954100	4.56979694
4.41345288	7.13954100	4.45156596
4.33957817	7.12751687	4.38053316
4.30755516	7.12751687	4.38053316
4.30755516	7.08845511	4.36430872
4.30755516	7.03356760	4.32323026
4.24926309	7.02241107	4.28771397
4.18863695	7.02241107	4.22803318
4.12696452	6.99671536	4.22664427
4.09049581	6.94354322	4.18940214
4.09049581	6.88518697	4.17512879
4.09049581	6.85871082	4.13065898
3.99384809	6.85871082	4.11427734
3.99384809	6.85871082	4.09203678
3.99384809	6.82492417	3.99953713
3.91039129	6.76942198	3.99953713
3.79189947	6.76942198	3.91908736
3.73791686	6.76942198	3.90582101
3.73791686	6.71126307	3.85359184
3.69944226	6.70969474	3.81448547
3.69944226	6.65922044	3.77617454
3.61774625	6.65922044	3.69327419
3.52774247	6.56878842	3.69327419
3.46910600	6.52960900	3.63158832
3.46910600	6.47994460	3.46192308
3.38619420	6.47871818	3.37489378
3.29929411	6.43448096	3.37489378
3.27816449	6.37780430	3.35182147
3.27816449	6.36674852	3.22612265
3.27816449	6.34320813	3.17813739
3.22065986	6.30273911	3.10169339
3.12112099	6.24979907	3.02714325
3.12112099	6.19021969	2.97470612
3.07984258	6.17602473	2.90978998
2.99121562	6.14676162	2.90978998
2.93623856	6.14676162	2.83284830
2.89704109	6.14379367	2.81609904
2.84506742	6.14379367	2.81093316
2.76438153	6.14228999	2.81093316
2.74173983	6.09910196	2.81093316
2.72546624	6.05554394	2.73157306
2.54570499	6.05554394	2.64509213
2.54570499	6.05554394	2.57994839
2.54570499	5.98332840	2.49840314
2.47479565	5.98332840	2.40770475
2.47479565	5.95055848	2.38435486
2.38884177	5.93537010	2.37268101
2.22954344	5.93537010	2.35839127
2.16305886	5.90791245	2.32193171
2.16305886	5.90069269	2.24225623
2.08412713	5.91258167	2.23248737
2.06212102	5.86566890	2.23248737
1.97909400	5.88778640	2.11006174
1.93751879	5.83778868	2.11006174
2.04257717	5.74517044	2.11006174
1.93020748	5.72847972	2.11006174
1.87688294	5.71544285	2.11006174
1.92500804	5.59078385	2.09077897
1.86545664	5.52898553	2.21537088
1.83340215	5.52898553	2.13904129
1.83340215	5.46149849	2.13904129
1.75444382	5.33202174	2.13904129
1.57984792	5.23819312	2.13626256
1.65460945	5.09013167	2.13626256
1.62661409	5.06287314	2.23645796
1.62661409	4.82579711	2.23798988
1.56879770	4.82579711	2.22257031
1.48357515	4.74273432	2.22257031
1.48808888	4.69744558	2.25045800
1.32346795	4.78182200	2.27748006
1.27143913	4.78182200	2.31311884
1.06076203	4.64148409	2.30693915
0.84904827	4.64148409	2.34361067
0.97656405	4.46619885	2.34361067
0.74802409	4.31016210	2.40649144
0.68886911	4.09182025	2.40649144
0.70341186	3.84329505	2.40649144
0.64008514	3.38401835	2.45573954
0.74636393	3.36942454	2.43117055
0.70880537	3.17619129	2.43252424
0.70533670	2.87056135	2.46127810
0.64079473	2.79484025	2.48530753
0.63333572	2.29546403	2.55150550
0.63294716	2.32074691	2.55217778
0.63871900	2.37523393	2.54357727
0.63622125	2.36361462	2.54494903
0.63368604	2.35687062	2.54703781
0.63341936	2.35378218	2.54750584
0.63374466	2.35820910	2.54652722
0.63372101	2.35552525	2.54702482
0.63362876	2.35531924	2.54703226
0.63364108	2.35538233	2.54702805
0.63364529	2.35544915	2.54701584
0.63362798	2.35549899	2.54700658
0.63363004	2.35556644	2.54699534
0.63363993	2.35558723	2.54699241
0.63364139	2.35567835	2.54697448
0.63364496	2.35568680	2.54697353
0.63364473	2.35569984	2.54697095
		
