This is potfit-git compiled on Nov 23 2016, 15:30:24.

Reading parameter file >> input_test.tmp << ... 
Reading parameter file >> input_test.tmp << ... done
Starting to read the potential file:
 - Potential file format 0 (analytic potentials) detected
 - Using 1 PAIR potentials to calculate forces
 - Successfully read 1 potential table(s)
Reading potential file >> LJ_230616.pot << ... done
Reading the config file >> potfit_initial_230616.config << and calculating neighbor lists ...
Reading the config file >> potfit_initial_230616.config << and calculating neighbor lists ... done

Read 6 configurations (6 with forces, 0 with stresses)
with a total of 182 atoms (182 Ni (100.00%)).

Minimal Distances Matrix:
Atom	      Ni	with
Ni	2.276916	

Global energy weight: 100.000000

Starting optimization with 3 parameters.
  k	T        	  m	F          	F_opt
 69	0.001349	  4	0.192069	0.189473
 69	0.001349	  5	0.193675	0.189442
 69	0.001349	  6	0.190281	0.189442
 69	0.001349	  7	0.191506	0.189442
 69	0.001349	  8	0.196096	0.189442
 69	0.001349	  9	0.193119	0.189442
 70	0.001146	  1	0.190779	0.189442
 70	0.001146	  2	0.191676	0.189442
 70	0.001146	  3	0.191330	0.189388
 70	0.001146	  4	0.195068	0.189388
 70	0.001146	  5	0.193239	0.189388
 70	0.001146	  6	0.191937	0.189388
 70	0.001146	  7	0.190873	0.189388
 70	0.001146	  8	0.192289	0.189388
 70	0.001146	  9	0.191240	0.189388
 71	0.000974	  1	0.190237	0.189388
 71	0.000974	  2	0.190151	0.189388
 71	0.000974	  3	0.190331	0.189388
 71	0.000974	  4	0.194912	0.189388
 71	0.000974	  5	0.192298	0.189388
 71	0.000974	  6	0.191835	0.189388
 71	0.000974	  7	0.190667	0.189388
 71	0.000974	  8	0.191073	0.189388
 71	0.000974	  9	0.194156	0.189388
 72	0.000828	  1	0.191423	0.189388
 72	0.000828	  2	0.189856	0.189388
 72	0.000828	  3	0.189879	0.189388
 72	0.000828	  4	0.192417	0.189388
 72	0.000828	  5	0.192029	0.189388
 72	0.000828	  6	0.189692	0.189388
 72	0.000828	  7	0.191524	0.189388
 72	0.000828	  8	0.192880	0.189388
 72	0.000828	  9	0.191360	0.189388
 73	0.000704	  1	0.190750	0.189388
 73	0.000704	  2	0.191832	0.189388
 73	0.000704	  3	0.189790	0.189388
 73	0.000704	  4	0.190009	0.189388
 73	0.000704	  5	0.191275	0.189388
 73	0.000704	  6	0.190835	0.189388
 73	0.000704	  7	0.189765	0.189388
 73	0.000704	  8	0.192645	0.189388
 73	0.000704	  9	0.189966	0.189388
 74	0.000598	  1	0.190850	0.189388
 74	0.000598	  2	0.191233	0.189388
 74	0.000598	  3	0.189710	0.189388
 74	0.000598	  4	0.189659	0.189388
 74	0.000598	  5	0.189916	0.189388
 74	0.000598	  6	0.190591	0.189388
 74	0.000598	  7	0.190083	0.189388
 74	0.000598	  8	0.189546	0.189388
 74	0.000598	  9	0.189918	0.189388
 75	0.000509	  1	0.190780	0.189384
 75	0.000509	  2	0.190044	0.189384
 75	0.000509	  3	0.189895	0.189384
 75	0.000509	  4	0.190491	0.189384
 75	0.000509	  5	0.193044	0.189384
 75	0.000509	  6	0.193834	0.189384
 75	0.000509	  7	0.191119	0.189384
 75	0.000509	  8	0.191093	0.189384
 75	0.000509	  9	0.190037	0.189384
 76	0.000432	  1	0.190473	0.189384
 76	0.000432	  2	0.190628	0.189384
 76	0.000432	  3	0.190602	0.189384
 76	0.000432	  4	0.190350	0.189384
 76	0.000432	  5	0.189517	0.189384
 76	0.000432	  6	0.191170	0.189384
 76	0.000432	  7	0.190898	0.189384
 76	0.000432	  8	0.189894	0.189384
 76	0.000432	  9	0.189469	0.189384
 77	0.000367	  1	0.190561	0.189384
 77	0.000367	  2	0.190436	0.189384
 77	0.000367	  3	0.190937	0.189384
 77	0.000367	  4	0.189765	0.189384
 77	0.000367	  5	0.189649	0.189384
 77	0.000367	  6	0.189910	0.189384
 77	0.000367	  7	0.190555	0.189384
 77	0.000367	  8	0.190089	0.189384
 77	0.000367	  9	0.190579	0.189384
 78	0.000312	  1	0.190271	0.189384
 78	0.000312	  2	0.189700	0.189384
 78	0.000312	  3	0.190208	0.189384
 78	0.000312	  4	0.189627	0.189384
 78	0.000312	  5	0.189524	0.189384
 78	0.000312	  6	0.190187	0.189384
 78	0.000312	  7	0.189723	0.189384
 78	0.000312	  8	0.190005	0.189384
 78	0.000312	  9	0.190670	0.189384
 79	0.000266	  1	0.190811	0.189384
 79	0.000266	  2	0.189498	0.189384
 79	0.000266	  3	0.190569	0.189384
 79	0.000266	  4	0.190915	0.189384
 79	0.000266	  5	0.190204	0.189384
 79	0.000266	  6	0.189553	0.189384
 79	0.000266	  7	0.189664	0.189384
 79	0.000266	  8	0.189738	0.189384
 79	0.000266	  9	0.189703	0.189384
 80	0.000226	  1	0.189884	0.189384
 80	0.000226	  2	0.189718	0.189384
 80	0.000226	  3	0.189712	0.189384
 80	0.000226	  4	0.189612	0.189384
 80	0.000226	  5	0.190094	0.189384
 80	0.000226	  6	0.189465	0.189384
 80	0.000226	  7	0.190059	0.189384
 80	0.000226	  8	0.190025	0.189384
 80	0.000226	  9	0.190386	0.189384
 81	0.000192	  1	0.189536	0.189384
 81	0.000192	  2	0.189752	0.189384
 81	0.000192	  3	0.190133	0.189384
 81	0.000192	  4	0.189859	0.189384
 81	0.000192	  5	0.189439	0.189384
 81	0.000192	  6	0.189901	0.189384
 81	0.000192	  7	0.189763	0.189384
 81	0.000192	  8	0.189695	0.189384
 81	0.000192	  9	0.189605	0.189384
 82	0.000163	  1	0.189819	0.189384
 82	0.000163	  2	0.189421	0.189384
 82	0.000163	  3	0.189528	0.189384
 82	0.000163	  4	0.189445	0.189384
 82	0.000163	  5	0.189789	0.189384
 82	0.000163	  6	0.189490	0.189384
 82	0.000163	  7	0.189579	0.189384
 82	0.000163	  8	0.189641	0.189384
 82	0.000163	  9	0.189988	0.189384
 83	0.000139	  1	0.189731	0.189384
 83	0.000139	  2	0.189667	0.189384
 83	0.000139	  3	0.189595	0.189384
 83	0.000139	  4	0.189568	0.189384
 83	0.000139	  5	0.189632	0.189384
 83	0.000139	  6	0.189938	0.189384
 83	0.000139	  7	0.189847	0.189384
 83	0.000139	  8	0.189583	0.189384
 83	0.000139	  9	0.189726	0.189384
 84	0.000118	  1	0.189541	0.189384
 84	0.000118	  2	0.189573	0.189384
 84	0.000118	  3	0.189697	0.189384
 84	0.000118	  4	0.189628	0.189384
 84	0.000118	  5	0.189469	0.189384
 84	0.000118	  6	0.189421	0.189384
 84	0.000118	  7	0.189501	0.189384
 84	0.000118	  8	0.189563	0.189384
 84	0.000118	  9	0.189576	0.189384
 85	0.000100	  1	0.189666	0.189384
 85	0.000100	  2	0.189437	0.189384
 85	0.000100	  3	0.189594	0.189384
 85	0.000100	  4	0.189601	0.189384
 85	0.000100	  5	0.189424	0.189384
 85	0.000100	  6	0.189767	0.189384
 85	0.000100	  7	0.189519	0.189384
 85	0.000100	  8	0.189583	0.189380
 85	0.000100	  9	0.189670	0.189380
 86	0.000085	  1	0.189508	0.189380
 86	0.000085	  2	0.189487	0.189380
 86	0.000085	  3	0.189643	0.189380
 86	0.000085	  4	0.189441	0.189380
 86	0.000085	  5	0.189550	0.189380
 86	0.000085	  6	0.189715	0.189380
 86	0.000085	  7	0.189703	0.189380
 86	0.000085	  8	0.189606	0.189380
 86	0.000085	  9	0.189453	0.189380
 87	0.000072	  1	0.189489	0.189380
 87	0.000072	  2	0.189611	0.189380
 87	0.000072	  3	0.189901	0.189380
 87	0.000072	  4	0.189531	0.189380
 87	0.000072	  5	0.189483	0.189380
 87	0.000072	  6	0.189685	0.189380
 87	0.000072	  7	0.189557	0.189380
 87	0.000072	  8	0.189452	0.189380
 87	0.000072	  9	0.189430	0.189380
 88	0.000061	  1	0.189383	0.189380
 88	0.000061	  2	0.189527	0.189380
 88	0.000061	  3	0.189493	0.189380
 88	0.000061	  4	0.189487	0.189380
 88	0.000061	  5	0.189428	0.189380
 88	0.000061	  6	0.189426	0.189380
 88	0.000061	  7	0.189472	0.189380
 88	0.000061	  8	0.189449	0.189380
 88	0.000061	  9	0.189445	0.189380
 89	0.000052	  1	0.189429	0.189380
 89	0.000052	  2	0.189686	0.189380
 89	0.000052	  3	0.189421	0.189380
 89	0.000052	  4	0.189443	0.189380
 89	0.000052	  5	0.189424	0.189380
 89	0.000052	  6	0.189390	0.189380
 89	0.000052	  7	0.189491	0.189380
 89	0.000052	  8	0.189425	0.189380
 89	0.000052	  9	0.189591	0.189380
 90	0.000044	  1	0.189582	0.189380
 90	0.000044	  2	0.189460	0.189380
 90	0.000044	  3	0.189444	0.189380
 90	0.000044	  4	0.189478	0.189380
 90	0.000044	  5	0.189436	0.189380
 90	0.000044	  6	0.189548	0.189380
 90	0.000044	  7	0.189458	0.189380
 90	0.000044	  8	0.189415	0.189380
 90	0.000044	  9	0.189504	0.189380
Finished annealing, starting powell minimization ...

Starting powell minimization ...
loops		error_sum	force calculations
    0	         0.189380	 49142
    3	         0.189379	 49177
    3	         0.189379	 49214
Precision reached: 7.85746e-10

Finished powell minimization, calculating errors ...
0.520011 2.28088 0.189379

Eigenvalues = 69800.5 166837
Eigenvectors = 0.940839 -0.338853, 0.338853 0.940839
0.00777757 2.94384e-05 0.0107838 2.64014e-05 0.519978 2.28069 0.192528
0.0186303 7.05165e-05 0.0230566 5.64482e-05 0.520025 2.28076 0.190386 1 0
-0.000366404 -1.38685e-06 0.0121439 2.97312e-05 0.520014 2.28079 0.189984 1 0
-0.00931912 -3.52733e-05 -0.0203318 -4.97771e-05 0.519997 2.28073 0.191142 1 0
-0.0094405 -3.57327e-05 0.00801291 1.96175e-05 0.519957 2.28074 0.191287 1 0
0.0134742 5.10003e-05 -0.000377678 -9.24648e-07 0.520005 2.28075 0.190613 1 0
0.00614692 2.32663e-05 0.00135365 3.31406e-06 0.520026 2.28077 0.19034 1 0
-0.00815462 -3.08656e-05 -0.013298 -3.25567e-05 0.520008 2.28072 0.191258 1 0
-0.0147336 -5.57672e-05 -0.0130344 -3.19113e-05 0.519966 2.28068 0.192971 1 0
-0.00596599 -2.25815e-05 -0.00834782 -2.04375e-05 0.519952 2.28065 0.194079 1 0
0.00458673 1.7361e-05 0.0143312 3.50862e-05 0.519956 2.28069 0.192685 1 0
0.00486081 1.83984e-05 -0.00323933 -7.93066e-06 0.519976 2.28069 0.192531 1 0
0.000754106 2.85432e-06 -0.00798106 -1.95396e-05 0.519986 2.28067 0.193011 1 0
-0.000154403 -5.84421e-07 -0.0101878 -2.49423e-05 0.519994 2.28065 0.193775 1 0
0.0188162 7.12203e-05 0.00507731 1.24305e-05 0.520056 2.28068 0.192235 1 0
0.0137981 5.22266e-05 0.00231731 5.67333e-06 0.520104 2.2807 0.191604 1 0
-0.0280769 -0.000106272 0.000545375 1.33521e-06 0.520003 2.28067 0.192858 1 0
0.00140313 5.31089e-06 0.0210202 5.14625e-05 0.519991 2.28072 0.19148 1 0
0.00875931 3.31544e-05 0.00831323 2.03528e-05 0.520015 2.28075 0.190664 1 0
0.00316476 1.19787e-05 0.0067954 1.66368e-05 0.520021 2.28077 0.190284 1 0
0.00943022 3.56938e-05 0.00531525 1.3013e-05 0.52005 2.28079 0.189901 1 0
-0.00435787 -1.64947e-05 0.00573516 1.40411e-05 0.52003 2.2808 0.189816 1 0
-0.000393195 -1.48826e-06 0.00264372 6.47246e-06 0.520026 2.28081 0.189758 1 0
0.00242382 9.17425e-06 -0.01622 -3.97104e-05 0.520048 2.28077 0.190189 1 0
0.00426585 1.61464e-05 0.0126601 3.0995e-05 0.520053 2.28081 0.189754 1 0
0.00980259 3.71032e-05 0.0089979 2.2029e-05 0.52008 2.28084 0.189601 1 0
0.00506186 1.91594e-05 0.00296271 7.25343e-06 0.520096 2.28085 0.189647 1 0
0.00616817 2.33468e-05 -0.00415035 -1.01611e-05 0.520121 2.28085 0.189827 1 0
-0.00493105 -1.86642e-05 0.00868338 2.1259e-05 0.520096 2.28087 0.189647 1 0
-0.00918365 -3.47605e-05 -0.00145806 -3.56968e-06 0.520065 2.28085 0.189508 1 0
-0.0184245 -6.97375e-05 -0.0044942 -1.10029e-05 0.520003 2.28082 0.189698 1 0
0.0210417 7.96438e-05 -0.000590711 -1.4462e-06 0.520079 2.28084 0.189586 1 0
-0.00945681 -3.57944e-05 -4.29504e-05 -1.05153e-07 0.520045 2.28083 0.189557 1 0
0.00711546 2.69323e-05 0.0149423 3.65823e-05 0.520058 2.28087 0.189459 1 0
0.00564592 2.137e-05 -0.0180563 -4.42061e-05 0.520093 2.28084 0.189666 1 0
-0.00617958 -2.339e-05 0.00727621 1.78139e-05 0.520065 2.28085 0.189515 1 0
-0.00216786 -8.20543e-06 -0.00345374 -8.45558e-06 0.52006 2.28084 0.189544 1 0
-0.0109434 -4.14212e-05 0.00589715 1.44376e-05 0.520016 2.28084 0.18951 1 0
0.0034736 1.31477e-05 0.00517725 1.26752e-05 0.520024 2.28085 0.189426 1 0
-0.0142915 -5.40941e-05 0.00032898 8.05422e-07 0.519973 2.28084 0.189636 1 0
-0.0132787 -5.02603e-05 -0.00612865 -1.50044e-05 0.519931 2.28081 0.190259 1 0
-0.0176036 -6.66305e-05 0.00575312 1.4085e-05 0.519863 2.2808 0.191198 1 0
-0.0029206 -1.10546e-05 0.000865423 2.11876e-06 0.519852 2.28079 0.191397 1 0
-0.0116739 -4.41864e-05 -0.000463747 -1.13536e-06 0.519811 2.28078 0.192438 1 0
-0.00546059 -2.06685e-05 0.0138619 3.39372e-05 0.51978 2.2808 0.192554 1 0
0.0208325 7.88518e-05 0.00807029 1.9758e-05 0.519848 2.28085 0.190705 1 0
0.0147359 5.5776e-05 0.00224353 5.49271e-06 0.519898 2.28087 0.189931 1 0
0.00329191 1.246e-05 0.00343105 8.40004e-06 0.519907 2.28088 0.18981 1 0
-0.00693289 -2.62413e-05 0.0231049 5.65663e-05 0.519863 2.28093 0.190239 1 0
-0.0115617 -4.37616e-05 -0.00274412 -6.71826e-06 0.519824 2.28091 0.190703 1 0
0.0115076 4.35567e-05 -0.0135083 -3.30715e-05 0.519877 2.28089 0.190083 1 0
0.0050723 1.91989e-05 -0.00436071 -1.06761e-05 0.519898 2.28089 0.189879 1 0
-0.00915617 -3.46565e-05 -0.0166561 -4.07782e-05 0.519879 2.28084 0.190396 1 0
0.00866384 3.2793e-05 -0.000760738 -1.86247e-06 0.519911 2.28085 0.189974 1 0
-0.0135333 -5.12243e-05 0.00221374 5.41977e-06 0.519861 2.28083 0.190665 1 0
-0.0105051 -3.97621e-05 -0.0334411 -8.1872e-05 0.519851 2.28074 0.192513 1 0
0.00400724 1.51676e-05 -0.000479961 -1.17506e-06 0.519866 2.28075 0.192168 1 0
-0.00448347 -1.69701e-05 -0.00572725 -1.40217e-05 0.519855 2.28073 0.192857 1 0
0.00560044 2.11979e-05 -0.00444467 -1.08816e-05 0.519878 2.28073 0.192554 1 0
-0.00399516 -1.51218e-05 -0.00809336 -1.98145e-05 0.519871 2.2807 0.193385 1 0
-0.0115502 -4.3718e-05 -0.00539963 -1.32196e-05 0.519834 2.28068 0.195015 1 0
0.0211364 8.00022e-05 0.00757623 1.85484e-05 0.519903 2.28072 0.192371 1 0
-0.00907134 -3.43354e-05 -0.00162662 -3.98236e-06 0.519872 2.2807 0.193301 1 0
0.00479886 1.81639e-05 -0.0101346 -2.48119e-05 0.519898 2.28069 0.193452 1 0
0.00235184 8.90181e-06 -0.0125708 -3.07764e-05 0.519916 2.28066 0.194083 1 0
0.00681282 2.57868e-05 0.0104145 2.54972e-05 0.519932 2.28069 0.192761 1 0
0.00133269 5.04429e-06 0.00428892 1.05003e-05 0.519933 2.28071 0.192396 1 0
-0.00963565 -3.64714e-05 -0.00987693 -2.41811e-05 0.519907 2.28067 0.193886 1 0
0.00396633 1.50127e-05 -0.000686675 -1.68115e-06 0.519922 2.28067 0.193553 1 0
0.00805644 3.0494e-05 0.0109238 2.67442e-05 0.519942 2.28071 0.19219 1 0
0.030708 0.000116231 0.0108493 2.65617e-05 0.520042 2.28077 0.190181 1 0
-0.0127296 -4.8182e-05 -0.0191295 -4.68337e-05 0.520012 2.28071 0.191513 1 0
0.0107581 4.072e-05 -0.0050099 -1.22654e-05 0.520055 2.28072 0.191315 1 0
0.00537385 2.03402e-05 -0.00736703 -1.80363e-05 0.52008 2.28071 0.191543 1 0
0.0058899 2.22935e-05 0.00166289 4.07116e-06 0.5201 2.28072 0.191295 1 0
0.00102503 3.87978e-06 -0.00552867 -1.35355e-05 0.520108 2.28071 0.191579 1 0
0.00135955 5.14596e-06 0.00239118 5.85418e-06 0.520111 2.28071 0.191417 1 0
0.00286478 1.08433e-05 -0.0033564 -8.21728e-06 0.520124 2.28071 0.191553 1 0
-0.0266939 -0.000101038 0.0063522 1.55517e-05 0.520023 2.28069 0.192123 1 0
-0.00710514 -2.68933e-05 0.00348978 8.54383e-06 0.519995 2.28069 0.192328 1 0
0.00358514 1.35699e-05 0.0122141 2.99031e-05 0.519998 2.28072 0.191406 1 0
-0.00588011 -2.22565e-05 -0.0029148 -7.13612e-06 0.519979 2.28071 0.191912 1 0
-0.00389189 -1.4731e-05 0.0121084 2.96442e-05 0.519955 2.28073 0.191513 1 0
-0.00642901 -2.43341e-05 0.00472798 1.15752e-05 0.519929 2.28073 0.191721 1 0
0.0169461 6.41416e-05 -0.00262622 -6.42962e-06 0.519991 2.28075 0.190823 1 0
0.000300299 1.13664e-06 0.000594009 1.45428e-06 0.519992 2.28075 0.190783 1 0
0.0114869 4.34785e-05 0.0123448 3.02231e-05 0.520022 2.28079 0.189937 1 0
-0.0198004 -7.49454e-05 -0.0102498 -2.50939e-05 0.51996 2.28074 0.19113 1 0
-0.00235139 -8.9001e-06 -0.0035987 -8.81049e-06 0.519955 2.28073 0.191444 1 0
0.00302266 1.14409e-05 -0.0153492 -3.75785e-05 0.519979 2.2807 0.192079 1 0
0.0230637 8.72971e-05 -0.00185376 -4.53846e-06 0.520062 2.28073 0.191062 1 0
0.00472861 1.7898e-05 -0.0135143 -3.30863e-05 0.52009 2.2807 0.191659 1 0
-0.0194711 -7.3699e-05 -0.00138896 -3.40052e-06 0.520022 2.28067 0.192623 1 0
0.000169354 6.41012e-07 0.0110719 2.71067e-05 0.520013 2.2807 0.191902 1 0
-0.00170174 -6.44116e-06 -0.00484496 -1.18616e-05 0.520011 2.28069 0.192302 1 0
-0.00101042 -3.82447e-06 0.00704971 1.72594e-05 0.520002 2.2807 0.191925 1 0
0.00991111 3.75139e-05 0.0258862 6.33756e-05 0.520016 2.28077 0.190249 1 0
0.0118978 4.50338e-05 0.0135386 3.31458e-05 0.520047 2.28082 0.189644 1 0
0.00880518 3.3328e-05 0.0120413 2.948e-05 0.520068 2.28086 0.189505 1 0
0.00110635 4.18759e-06 -0.00874448 -2.14086e-05 0.52008 2.28084 0.189603 1 0
0.000399251 1.51118e-06 -0.008627 -2.1121e-05 0.520088 2.28082 0.189746 1 0
-0.00668536 -2.53044e-05 0.00152133 3.72458e-06 0.520063 2.28082 0.189704 1 0
0.00605292 2.29105e-05 0.00518736 1.26999e-05 0.52008 2.28084 0.189628 1 0
0.0071172 2.69389e-05 -0.0193025 -4.72571e-05 0.520122 2.2808 0.19009 1 0
-0.00132593 -5.0187e-06 -0.0012423 -3.04145e-06 0.520118 2.2808 0.19011 1 0
0.0107039 4.05147e-05 0.00411822 1.00824e-05 0.520153 2.28082 0.190204 1 0
-0.00909123 -3.44107e-05 0.00873377 2.13824e-05 0.520113 2.28083 0.189843 1 0
0.000562941 2.13076e-06 0.00995946 2.43832e-05 0.520107 2.28085 0.189723 1 0
0.00154726 5.85646e-06 -0.00513482 -1.25713e-05 0.520117 2.28084 0.189813 1 0
-0.0033982 -1.28623e-05 -0.00047166 -1.15474e-06 0.520105 2.28084 0.189753 1 0
-0.0118734 -4.49414e-05 0.00452073 1.10678e-05 0.520059 2.28083 0.189584 1 0
0.014842 5.61777e-05 0.00110312 2.7007e-06 0.520111 2.28085 0.189748 1 0
-0.00617118 -2.33582e-05 0.00397313 9.72718e-06 0.520085 2.28085 0.189592 1 0
-0.00864714 -3.27298e-05 -0.000223837 -5.48006e-07 0.520055 2.28084 0.189515 1 0
-0.00717752 -2.71672e-05 -0.000914089 -2.23791e-06 0.52003 2.28083 0.189554 1 0
-0.00194802 -7.37334e-06 0.00300513 7.35728e-06 0.520021 2.28083 0.189527 1 0
-0.00116686 -4.41662e-06 0.0015459 3.78475e-06 0.520015 2.28084 0.189518 1 0
-0.000227345 -8.6051e-07 -0.0101115 -2.47554e-05 0.520023 2.28081 0.189704 1 0
-0.000350557 -1.32687e-06 -0.0035978 -8.80829e-06 0.520024 2.2808 0.189795 1 0
0.0015272 5.78052e-06 -0.0160957 -3.94063e-05 0.520043 2.28077 0.190256 1 0
0.00727784 2.75469e-05 0.00832241 2.03753e-05 0.520062 2.2808 0.189873 1 0
0.0102194 3.86808e-05 -0.00212751 -5.20865e-06 0.5201 2.28081 0.189914 1 0
-0.0017903 -6.77637e-06 -0.00665432 -1.62914e-05 0.5201 2.28079 0.190088 1 0
-0.0164917 -6.24219e-05 -0.0151009 -3.69706e-05 0.520053 2.28073 0.190941 1 0
-0.0187472 -7.09589e-05 -0.000188319 -4.6105e-07 0.519987 2.28071 0.191826 1 0
-0.000942344 -3.56681e-06 0.000922571 2.25868e-06 0.519983 2.28071 0.191831 1 0
-0.00514844 -1.94871e-05 -0.00585405 -1.43321e-05 0.519969 2.28069 0.192532 1 0
0.00941109 3.56214e-05 -0.00948628 -2.32247e-05 0.520011 2.28068 0.192512 1 0
0.0135417 5.12559e-05 -0.00289054 -7.07673e-06 0.520061 2.28069 0.191987 1 0
0.0156226 5.9132e-05 -0.00964477 -2.36127e-05 0.520125 2.28069 0.192088 1 0
0.00093107 3.52414e-06 0.000526115 1.28806e-06 0.520128 2.28069 0.192035 1 0
0.00998717 3.78019e-05 -0.0125002 -3.06034e-05 0.520174 2.28067 0.192692 1 0
-0.00382002 -1.44589e-05 0.0120937 2.96084e-05 0.52015 2.2807 0.191961 1 0
0.00101745 3.85108e-06 0.000354928 8.68948e-07 0.520153 2.2807 0.19193 1 0
-0.0170486 -6.45297e-05 -0.0118189 -2.89355e-05 0.520102 2.28065 0.193163 1 0
-0.0261636 -9.90303e-05 0.0102385 2.50663e-05 0.520001 2.28064 0.193925 1 0
-0.0039989 -1.5136e-05 -0.00943139 -2.30903e-05 0.519994 2.28061 0.19505 1 0
0.013464 5.09618e-05 0.0107198 2.62446e-05 0.520033 2.28066 0.193163 1 0
-0.00343721 -1.301e-05 0.00692262 1.69483e-05 0.520015 2.28067 0.192879 1 0
-0.0104288 -3.94734e-05 0.00665337 1.62891e-05 0.519973 2.28067 0.193155 1 0
-0.0143372 -5.42669e-05 -0.00050402 -1.23396e-06 0.519922 2.28065 0.194474 1 0
0.00543135 2.05579e-05 0.0110514 2.70566e-05 0.519932 2.28068 0.193173 1 0
0.00365282 1.38261e-05 0.0059872 1.46581e-05 0.51994 2.2807 0.192491 1 0
0.0123521 4.67531e-05 -2.74585e-05 -6.72251e-08 0.519984 2.28072 0.191635 1 0
-0.00185152 -7.00807e-06 0.00626102 1.53285e-05 0.519973 2.28073 0.191417 1 0
-0.0168243 -6.36808e-05 -0.00866395 -2.12115e-05 0.51992 2.28069 0.193177 1 0
0.0208777 7.9023e-05 -0.0102482 -2.50901e-05 0.520003 2.28069 0.192246 1 0
-0.00400144 -1.51456e-05 0.00861287 2.10864e-05 0.519981 2.2807 0.191975 1 0
0.00402891 1.52496e-05 -0.00382969 -9.376e-06 0.519999 2.2807 0.191951 1 0
-0.00519086 -1.96476e-05 0.00056322 1.3789e-06 0.51998 2.2807 0.192248 1 0
-0.00239378 -9.06055e-06 -0.00566714 -1.38745e-05 0.519976 2.28068 0.19278 1 0
-0.00431096 -1.63172e-05 -0.0112656 -2.75809e-05 0.51997 2.28065 0.193935 1 0
0.00012385 4.68777e-07 -0.00694368 -1.69998e-05 0.519976 2.28063 0.194478 1 0
-0.00878121 -3.32373e-05 0.00282826 6.92427e-06 0.519943 2.28063 0.195073 1 0
0.003466 1.3119e-05 -0.0147135 -3.60222e-05 0.519967 2.2806 0.196031 1 0
0.00675448 2.5566e-05 -0.0012966 -3.17438e-06 0.519992 2.2806 0.195497 1 0
0.00735664 2.78452e-05 -0.0149667 -3.66421e-05 0.520031 2.28058 0.196275 1 0
-0.0190981 -7.22872e-05 -0.00253062 -6.19558e-06 0.519965 2.28055 0.198498 1 0
0.00323771 1.22549e-05 -0.00345049 -8.44764e-06 0.519979 2.28054 0.198504 1 0
-0.0113198 -4.28461e-05 0.0148231 3.62904e-05 0.519927 2.28056 0.198256 1 0
-0.00211868 -8.0193e-06 0.00789548 1.933e-05 0.519913 2.28058 0.197712 1 0
-0.00553869 -2.09642e-05 0.00317791 7.78029e-06 0.51989 2.28058 0.198108 1 0
0.011899 4.50382e-05 -0.0221707 -5.42792e-05 0.519951 2.28054 0.198931 1 0
-0.0198506 -7.51354e-05 0.00968833 2.37194e-05 0.519872 2.28054 0.200566 1 0
-0.00071639 -2.71157e-06 -0.0104929 -2.56892e-05 0.519879 2.28052 0.201906 1 0
-0.017326 -6.55797e-05 -0.000969433 -2.37341e-06 0.519818 2.28049 0.204973 1 0
-0.0115305 -4.36436e-05 -0.0036321 -8.89225e-06 0.51978 2.28047 0.207691 1 0
-0.00672482 -2.54537e-05 -0.0111858 -2.73856e-05 0.519765 2.28043 0.210712 1 0
-0.00534585 -2.02343e-05 0.0194426 4.76001e-05 0.51973 2.28047 0.209106 1 0
-0.0134068 -5.07452e-05 0.0048638 1.19078e-05 0.519678 2.28047 0.211494 1 0
-0.00223807 -8.47118e-06 0.00895443 2.19226e-05 0.519663 2.28048 0.210809 1 0
-0.00690273 -2.61271e-05 -0.00222254 -5.44131e-06 0.51964 2.28047 0.212786 1 0
-0.0020844 -7.88956e-06 -0.00976348 -2.39034e-05 0.51964 2.28044 0.214696 1 0
0.00324377 1.22778e-05 0.00221967 5.43429e-06 0.51965 2.28045 0.213555 1 0
0.000460201 1.74188e-06 0.00568606 1.39209e-05 0.519647 2.28047 0.212641 1 0
-0.00298676 -1.1305e-05 0.00667562 1.63435e-05 0.519631 2.28048 0.212471 1 0
-0.00198194 -7.50174e-06 -0.00502211 -1.22953e-05 0.519628 2.28046 0.213657 1 0
0.00260806 9.87162e-06 0.00269752 6.60419e-06 0.519635 2.28047 0.21263 1 0
-0.00725756 -2.74701e-05 -0.00558483 -1.3673e-05 0.519614 2.28045 0.215266 1 0
0.0119524 4.52404e-05 0.00389373 9.53279e-06 0.519653 2.28048 0.211706 1 0
-0.00135964 -5.1463e-06 0.0073975 1.81109e-05 0.519642 2.28049 0.211053 1 0
-0.00960347 -3.63496e-05 -0.00746867 -1.82851e-05 0.519614 2.28046 0.214466 1 0
-0.00922046 -3.48998e-05 -0.0105682 -2.58736e-05 0.51959 2.28043 0.218489 1 0
0.00595449 2.2538e-05 0.00856591 2.09714e-05 0.519604 2.28045 0.215606 1 0
-0.0168636 -6.38293e-05 0.00386228 9.45579e-06 0.519541 2.28044 0.219727 1 0
-0.000220119 -8.33159e-07 0.00597422 1.46263e-05 0.519535 2.28045 0.218923 1 0
-0.00472066 -1.78679e-05 -0.0038178 -9.34689e-06 0.519522 2.28044 0.220858 1 0
-0.00462141 -1.74922e-05 0.00354652 8.68273e-06 0.519502 2.28044 0.221719 1 0
0.0139754 5.28974e-05 0.00601091 1.47162e-05 0.519547 2.28047 0.21681 1 0
0.000664743 2.51608e-06 0.0155203 3.79975e-05 0.519537 2.28051 0.2146 1 0
0.0154928 5.86407e-05 -0.0104318 -2.55397e-05 0.5196 2.28051 0.211872 1 0
