0.63372844	2.35625035	2.54686131	101
0.63372844	2.35625035	2.54686131	100
0.63372844	2.35625035	2.54686131	99
0.63372844	2.35625035	2.54686131	98
0.63372844	2.35625035	2.54686131	97
0.63372844	2.35625035	2.54686131	96
0.63372844	2.35625035	2.54686131	95
0.63372844	2.35625035	2.54686131	94
0.63372844	2.35625035	2.54686131	93
0.63372844	2.35625035	2.54686131	92
0.63372844	2.35625035	2.54686131	91
0.63372844	2.35625035	2.54686131	90
0.63372844	2.35625035	2.54686131	89
0.63372844	2.35625035	2.54686131	88
0.63372844	2.35625035	2.54686131	87
0.63372844	2.35625035	2.54686131	86
0.63372844	2.35625035	2.54686131	85
0.63372844	2.35625035	2.54686131	84
0.63372844	2.35625035	2.54686131	83
0.63372844	2.35625035	2.54686131	82
0.63372844	2.35625035	2.54686131	81
0.63372844	2.35625035	2.54686131	80
0.63372844	2.35625035	2.54686131	79
0.63372844	2.35625035	2.54686131	78
0.63372844	2.35625035	2.54686131	77
0.63372844	2.35625035	2.54686131	76
0.63371921	2.35624606	2.54687592	75
0.63368834	2.35623914	2.54688970	74
0.63368875	2.35619773	2.54687997	73
0.63368742	2.35619685	2.54688252	72
0.63368235	2.35610523	2.54688942	71
0.63367757	2.35610269	2.54689884	70
0.63367841	2.35610041	2.54689989	69
0.63367881	2.35607138	2.54690187	68
0.63367688	2.35607095	2.54690454	67
0.63367686	2.35607009	2.54690542	66
0.63367868	2.35606652	2.54690543	65
0.63367811	2.35606562	2.54690582	64
0.63367821	2.35606178	2.54690626	63
0.63367774	2.35606105	2.54690666	62
0.63367798	2.35606026	2.54690692	61
0.63367759	2.35606000	2.54690764	60
0.63367106	2.35600219	2.54691156	59
0.63367224	2.35599465	2.54691737	58
0.63367162	2.35599440	2.54691836	57
0.63366885	2.35599499	2.54691749	56
0.63367022	2.35598999	2.54691877	55
0.63366909	2.35598958	2.54691884	54
0.63366460	2.35598330	2.54691903	53
0.63366912	2.35597543	2.54691967	52
0.63366802	2.35595830	2.54692313	51
0.63366790	2.35595767	2.54692318	50
0.63366753	2.35595388	2.54692537	49
0.63366745	2.35595278	2.54692578	48
0.63366727	2.35595220	2.54692654	47
0.63366523	2.35592620	2.54692816	46
0.63366320	2.35592584	2.54693040	45
0.63366437	2.35592462	2.54693075	44
0.63366036	2.35591311	2.54693153	43
0.63365493	2.35587304	2.54693840	42
0.63365880	2.35587191	2.54694005	41
0.63365836	2.35587194	2.54693993	40
0.63365371	2.35583591	2.54694567	39
0.63365627	2.35583486	2.54694659	38
0.63365593	2.35582317	2.54694672	37
0.63365497	2.35582270	2.54694848	36
0.63365542	2.35582235	2.54694902	35
0.63365562	2.35581260	2.54694971	34
0.63365449	2.35581296	2.54695036	33
0.63365562	2.35582466	2.54694943	32
0.63365645	2.35582463	2.54694860	31
0.63365585	2.35583172	2.54694801	30
0.63365679	2.35583141	2.54694735	29
0.63365638	2.35583745	2.54694682	28
0.63365183	2.35581494	2.54694937	27
0.63365466	2.35581383	2.54695015	26
0.63365406	2.35581299	2.54695024	25
0.63365516	2.35582492	2.54694940	24
0.63365378	2.35582127	2.54694868	23
0.63365580	2.35583173	2.54694791	22
0.63365538	2.35581026	2.54695006	21
0.63365408	2.35581070	2.54695072	20
0.63365423	2.35581050	2.54695116	19
0.63365442	2.35581047	2.54695088	18
0.63365487	2.35582129	2.54695005	17
0.63365595	2.35582111	2.54694924	16
0.63365532	2.35582766	2.54694868	15
0.63365627	2.35582738	2.54694808	14
0.63365592	2.35583278	2.54694761	13
0.63365136	2.35580659	2.54695100	12
0.63365467	2.35581981	2.54695021	11
0.63365510	2.35582256	2.54694930	10
0.63365585	2.35582065	2.54694975	9
0.63365518	2.35582451	2.54694916	8
0.63365098	2.35579956	2.54695234	7
0.63365404	2.35581325	2.54695143	6
0.63365483	2.35581494	2.54695050	5
0.63365494	2.35581614	2.54695011	4
0.63365488	2.35581627	2.54694995	3
			2
